platform,comment,timestamp,sentiment
tiktok,pahlawan nasional masih bisa ditambah gasi,2025-05-02 17:02:19,netral
tiktok,Kalah buzzer bang video yang bang fer tiru likenya dah banyak,2025-05-02 17:02:19,netral
tiktok,"Kenapa bang ga pake teks bantuan biar ga terlalu mencolok, warga sipil tidak boleh melebihi putra raja.",2025-05-02 17:02:19,netral
tiktok,"mas izin coy scriptnya untuk tugas sekolah, terima kasih mas ferry",2025-05-02 17:02:19,netral
tiktok,Anjas menormalisasikan copy paste keren lu bro,2025-05-02 17:02:19,netral
tiktok,sungguh anda lebih cocok jadi wapres daripada fufufafa,2025-05-02 17:02:19,netral
tiktok,Awas  bang fery kalo merapat ke istana saya langsung unsubscribe.. ,2025-05-02 17:02:19,netral
tiktok,lah iya juga ya 2030 itu 5 tahunn lagi ,2025-05-02 17:02:19,netral
tiktok,Sergio Marquina,2025-05-02 17:02:19,netral
tiktok,bang kok gak keliatan baca naskah nya ,2025-05-02 17:02:19,netral
tiktok,Dislikenya yg di video sebelah di hidden gaess ,2025-05-02 17:02:19,negatif
tiktok,Gw sih klo jadi wapres kena mental dan risegn jdi wapres setelah lihat video ini,2025-05-02 17:02:19,netral
tiktok,"Kalau video yg ono isinya cuma motivasi kek ""kita bisa, masa depan ada di tangan kita, kita harus memanfaatkan situasi sekarang, ayo semangat dan kata2 motivasi2 yg standar, sementara caranya tidak dijabarkan...",2025-05-02 17:02:19,netral
tiktok,"aku udah like divideo ini, yu unlike video mas gibran",2025-05-02 17:02:19,netral
tiktok,bagus bang jadi jester,2025-05-02 17:02:19,netral
tiktok,"Yang sini pinternya alami.
Yg sebelah kayak pakai AI",2025-05-02 17:02:19,netral
tiktok,kok beda ya sama chanel sebelah penjelasan simple langsung paham  wkwkwkwkwk ini kayaknya bang ferry lebih cocok jadi wapres gantiin si ...,2025-05-02 17:02:19,netral
tiktok,Gak berisi,2025-05-02 17:02:31,netral
tiktok,Harusnya elo yg jadi wapres Bang...,2025-05-02 17:02:31,netral
tiktok,china sukses dengan dorongan dan insentif pemerintah.....ada kengerian luar biasa dengan bonus demografi bila pemerintahan dan regulatornya gagal dan tak bisa mempasisilitasi bonus ini.....karena energi bonus ini akan berbelok kearah sebaliknya....,2025-05-02 17:02:31,netral
tiktok,Nengok in.mantap.nengok vidio gibran.enek.matanya kriyap kriyep.kayak baca Teks..gaya nya.kaku.gitu jadi wapres ya,2025-05-02 17:02:31,netral
tiktok,Wapres mines IQ,2025-05-02 17:02:31,netral
tiktok,Meritokrasi sdh punah di Indonesia.,2025-05-02 17:02:31,netral
tiktok,gausah pake tulisan lah kalau banyak yg salah,2025-05-02 17:02:31,netral
tiktok,"Kok bisa lebih pinter dari sebelah, lu bang..? Nggak kayak canel sebelah tatapannya kosong",2025-05-02 17:02:31,netral
tiktok,Sepertinya lebih pantas anda jd wapres bung,2025-05-02 17:02:31,netral
tiktok,"jangankan siap memfasilitasi atau bantu mengembangkan ide anak muda, tiap ada project lemparan pemerintah aja mikir 1000x buat ambil, iya gede duitnya, tapi kalo dibayar taun depan sama aja boong pak xd",2025-05-02 17:02:31,netral
tiktok,Kayaknya elu yg cocok jadi wapres bang,2025-05-02 17:02:31,netral
tiktok,video sebagus ini likenya cuma 79rb?,2025-05-02 17:02:31,netral
tiktok,"keren banget vidio lu bang walaupun kadang gw lihat nih ye,subtitle lu kadang gak sesuai,misalnya RND menjadi randi,GDP menjadi JDP,dan lain lain.tapi kontennya udah keren banget bro,buat gw menjadi paham",2025-05-02 17:02:31,netral
tiktok,Awas bg nanti orang sebelah ngadu ke bapak nya ,2025-05-02 17:02:31,netral
tiktok,Bang generasi gen z gk paham gameshark,2025-05-02 17:02:31,netral
tiktok,Yg salah bukan anak  mudanya bang tapi sistem nya tidak suport untuk menyambut bonus demografi,2025-05-02 17:02:31,netral
tiktok,"Dulu ngutang, sekarang traktir berkat V𝐈𝐂𝐓𝐎𝐑𝐘𝟎𝟎𝟕",2025-05-02 17:02:31,netral
tiktok,Tukar,2025-05-02 17:02:31,netral
tiktok,"Bang Ferry, daging nya 6 menit x 3 !!!",2025-05-02 17:02:31,netral
tiktok,kukira professor nya tokyo,2025-05-02 17:02:31,netral
tiktok,"nutrisari milky orange
kopi kapal api saset
gooday capucinno
cokolatos cokelat
teh tarik maxtea
indomie geprek",2025-05-02 17:02:44,netral
tiktok,"bonus demografi kita, 
adalah bocah tiktod, yang sampe smp masih susah baca :(",2025-05-02 17:02:44,negatif
tiktok,Kalo gitu boleh jadi dexter kah??,2025-05-02 17:02:44,netral
tiktok,seketika kaum 58%  dan pemuja gibran langsung menghilang dari radar!,2025-05-02 17:02:44,netral
tiktok,"subtittlenya pake ai, gak di edit pasti",2025-05-02 17:02:44,netral
tiktok,Kadang segala permaslaahan seperti ditumpuk ke pemimpin..padahal korupsi kesewenangan ada di sektor aparatur yang langsung dengan masyarakat...,2025-05-02 17:02:44,netral
tiktok,Bang udah bang 6 menit aja,2025-05-02 17:02:44,netral
tiktok,Sangat pantek sekali,2025-05-02 17:02:44,netral
tiktok,PEMERINTAH KAYAK SEKARANG MEMANGNYA BISA BANG...???,2025-05-02 17:02:44,netral
tiktok,Disini klw kita mau dis like bisa .. Tpi di akun wapres abal abal gak bisa kita dislike.. Padahal comentnya banyak yg ngebully ,2025-05-02 17:02:44,netral
tiktok,"Vlog  berbiaya  dikit  di banding Vlog wapres hbsin uang negara byk,  tp lebih berbobot ini",2025-05-02 17:02:44,netral
tiktok,"Mas, minta tolong komen judolnya dihapusin dong, polusi visual anj kesel",2025-05-02 17:02:44,netral
tiktok,Ini hanya narator bukan eksekutor,2025-05-02 17:02:44,netral
tiktok,"kayak nya nyindir channel sebelah, kasih paham bg",2025-05-02 17:02:44,netral
tiktok,"""pemerintah"" menolak kemajuan",2025-05-02 17:02:44,netral
tiktok,tag orangnya dong yg video dislikenya banyak kemarin,2025-05-02 17:02:44,netral
tiktok,Fyi channel wapres blm monet bang.. wkwkkw...,2025-05-02 17:02:44,netral
tiktok,Pastinya banting sekali dengan yg sebelah.. ,2025-05-02 17:02:44,netral
tiktok,Kl liat ferry kenapa gw bawaannya inget limbad yah ,2025-05-02 17:02:58,netral
tiktok,"Anak presiden ke 7, semua di cariin kerja",2025-05-02 17:02:58,netral
tiktok,bang kok gk beli like si ,2025-05-02 17:02:58,netral
tiktok,"Judul sama baju sama, siapa si yang sebenarnya yang copy paste ",2025-05-02 17:02:58,netral
tiktok,"Agak skeptis juga sih, pejabatnya aja pada lucu, sebagian rakyatnya juga lucu.",2025-05-02 17:02:58,netral
tiktok,Kāds bija iedvesmas avots šim darbam?,2025-05-02 17:02:58,netral
tiktok,"Anak muda sekarang berkarya lewat tik tok,bsnya cuma joged2",2025-05-02 17:02:58,netral
tiktok,"POTONG GENERASI !!!!! Semua petinggi pemerintahan saat ini, dibesarkan dengan budaya orde baru yg sngat bobrok !!! Mereka mulai agak melunak karena mulai banyak generasi muda yg bersuara.",2025-05-02 17:02:58,netral
tiktok,"Masalahnya pejabat kita hanya orang2 titipan yg gak bermutu termasuk wapres.. sulit untuk maju pejabatnya korup dan banyak premanisme. Usaha susah ,pajak ngawur. Pendidikan gak terarah. Mimpi aja deh ...",2025-05-02 17:02:58,netral
tiktok,"Ngapain pada Banggai bonus demografi,  bonusnya ngk bermutu, SDM rendah , kemiskinan numpuk, pengangguran numpuk",2025-05-02 17:02:58,netral
tiktok,Konten kreator sebelah ngerti maksud video ini ga,2025-05-02 17:02:58,netral
tiktok,"Yg ini baru berisi,, video wapres mah kosong natural..",2025-05-02 17:02:58,netral
tiktok,beda banget sama yg modal baca komik sama main PS,2025-05-02 17:02:58,positif
tiktok,"Ganti aja wapres sama bang Ferry, lebih cerdas",2025-05-02 17:02:58,netral
tiktok,"ajarin dia pak.

tau kan siapa dia?",2025-05-02 17:02:58,netral
tiktok,"Nonton 16 menit berasa cepat banget, beda sama......ah udahlah",2025-05-02 17:02:58,netral
tiktok,"Satu2nya orang yang bahas isi video, sementara yang tua tua bahas pengupload video...",2025-05-02 17:02:58,netral
tiktok, main apa ini Fer...imitasi...?,2025-05-02 17:02:58,positif
tiktok,GW SUKA NIH YANG KAYA GINI,2025-05-02 17:02:58,netral
tiktok,"──╔╗────────╔╗──
──╠╬═╦══╦═╦═╣║──
──║║╚╣║║║╬║╬║╚╗─
─╔╝╠═╩╩╩╣╔╩═╩═╝─
─╚═╝────╚╝──────",2025-05-02 17:02:58,netral
tiktok,Isi kepala vs isi text,2025-05-02 17:02:58,netral
tiktok,"Koruptor merajalela di Indonesia.
Hukum amburadul.
Cita"" nya mau maju,mimpi yang terlalu tinggi,gak sesuai banget,rakyat banyak yang kelaparan.
Sudah lah gua gak pernah percaya sama pejabat2 di Indonesia.Muaaakkkk.....",2025-05-02 17:03:11,netral
tiktok,Likenya pakai suntikan gak bang ferr,2025-05-02 17:03:11,netral
tiktok,Beda ya ucapan hasil mikir sama ucapan yg hanya baca teks...,2025-05-02 17:03:11,netral
tiktok,bang fer punya gibran like nya ga beli pake uang rakyat kan...?,2025-05-02 17:03:11,netral
tiktok,T-t-tapi views nya banyakan Wapres bang ,2025-05-02 17:03:11,netral
tiktok,dah lo aja fer yang jadi presisennn,2025-05-02 17:03:11,netral
tiktok,perbedaan IPK yang sangatt mencoloookk booll,2025-05-02 17:03:11,netral
tiktok,"Wapres yg isi kepalanya tdak pernah fresh,kosongggg",2025-05-02 17:03:11,netral
tiktok,"For Admin : 
Kenapa kau menertawakan narasi Bonus Demografi ala Gibran ? 
Seolah tidak yakin akan berhasil. 
Sedangkan muncung kau bilang negara sekelas China dan India saja pun hampir gagal.. 
Seandainya pun gagal, seorang petarung tidak akan pernah menyerah. 

Dikonten ini kau terlihat pintar karena tidak ada lawan bicaramu dek. 

Masyarakat sudah tau saat ini banyak media yang didukung ... untuk menyudutkan pemerintah, mungkin saja termasuk kau ini. 

Masyarakat pun sudah pernah disuguhi tontonan dimana dulu Prabowo dan Jokowi bermusuhan.. persisi seperti yang kau lakukan saat ini dengan menyudutkan Gibran. 
Tapi..kemudian mereka malah jadi satu  
Bukan tidak mungkin juga suatu hari nanti kau akan mendukung dan membela Gibran mati-matian karena kepentinganmu..
Ha ha ha ha ha ha  
Manusia.. manusia !!!

Sudahlah dek..film mu ini sudah sering kami tonton bahkan sebelum kau lahir.",2025-05-02 17:03:11,netral
tiktok,"Fufufafa ga akan mengerti, dia cuma ngerti forum semprot",2025-05-02 17:03:11,netral
tiktok,"Ga akan berdampak besar mas bro 
masalahnya bonus demografi itu tidak diimbangi dengan kualitas sdm anak muda generasi penerus bangsanya ",2025-05-02 17:03:11,netral
tiktok,Ferry cocol wakil anak muda jadi wapres...jelas pola pikir dan analisanya.,2025-05-02 17:03:11,netral
tiktok,PENDIDIKANNYA kemasukan TIKTOK dan ADSENSE jdi Rusak Bonusnya,2025-05-02 17:03:11,netral
tiktok,"Kalo cuma ngomong semua juga jago...
Tapi yg nasib mujur jadi wapres ya cuma gibran ",2025-05-02 17:03:11,netral
tiktok,Bang lu jd wapres aja dah iklas,2025-05-02 17:03:11,netral
tiktok,Kalo pemerintanya masih pikirin korupsi uang ya kpn majunya://,2025-05-02 17:03:11,netral
tiktok,Main bentar di 𝑽𝑰𝑪𝑻𝑶𝑹𝒀𝟎𝟎𝟕 saldo udah kayak anak kos dapet kiriman ,2025-05-02 17:03:11,positif
tiktok,Yang cerdas dan punya kemampuan pasti kalah dengan kekuatan ORDAL ingat itu,2025-05-02 17:03:25,netral
tiktok,DAGING WAK !!!!!!,2025-05-02 17:03:25,netral
tiktok,"Mantan boleh ilang, saldo di 𝗩𝗜𝗖𝗧𝗢𝗥𝗬𝟬𝟬𝟳 jangan ",2025-05-02 17:03:25,netral
tiktok,Selamat datang di Indonesia (c)emas ,2025-05-02 17:03:25,netral
tiktok,Sebenernya kontennya bagus. Tapi saya agak pening tone suara nya treeble sekali.,2025-05-02 17:03:25,netral
tiktok,Terlalu sibuk sikut sikutan politik dari partai atau pejabatnya. Negara dijadikan tambang uang bukan untuk kemakmuran bersama,2025-05-02 17:03:25,netral
tiktok,kok disini gak planga plongo,2025-05-02 17:03:25,netral
tiktok,Gila iklan lo banyak amat bang ampe 5 kali,2025-05-02 17:03:25,netral
tiktok,"Bagaimana menjadi emas kalau bonus demografi di terjemahkan bonus pasar/konsumsi, bukan bonus produksi.. ",2025-05-02 17:03:25,netral
tiktok,jadi wapres aja bang seriusan,2025-05-02 17:03:25,netral
tiktok,"Cari orang pinter banyak, anis itu kurang pinter apa, tp jd gubernur ngak bisa kerja..",2025-05-02 17:03:25,netral
tiktok,itu loh,2025-05-02 17:03:25,netral
tiktok,"nah gini bikin videonya, jangan baca teks.. ga kayak mas wapres , ga nyaman banget liat wapres gituuu",2025-05-02 17:03:25,netral
tiktok,"Bang, bikin video nya kok lebih dari 6 menit hehe",2025-05-02 17:03:25,netral
tiktok,Bang angkat isu pembatalan status ms calon pegawai p3k di sumbar yang di tmskan,2025-05-02 17:03:25,netral
tiktok,"Beda antara yang mememahami topi sma hasil dri buatan tim yg jga dipaksakan. Karena cma baca text jdinya gk punya feeling dan tatapan kosong...

Kalo mmg ada isinya, kenapa selalu menghindar kalo pidato dipembukaan, tdk pernah menjawab pertanyaan wartawan.",2025-05-02 17:03:25,netral
tiktok,Giliran kita makzulkan wapres kosong,2025-05-02 17:03:25,netral
tiktok,Lebih enak ini dari pada gibran,2025-05-02 17:03:25,netral
tiktok,"Yg merusak bonus demografi ya JKW ... 10thn berkuasa semua jd berantakan ... Eehh gibran ngomong bonus demografi, ini orang sadar n ngerti nggak sih apa yg diomongin",2025-05-02 17:03:25,netral
tiktok,"WIK WOK
DE TOK
NOT ANLE
TOK DETOK",2025-05-02 17:03:25,netral
tiktok,Gibran gak bakalan sampe bang,2025-05-02 17:03:25,netral
tiktok,"tidak mungkin org yg mempunyai kerajaan menjelekkan kerajaanny sendiri, yg paham paham aj",2025-05-02 17:03:25,netral
tiktok,"jir di ulti
kwkwowkowkowkok",2025-05-02 17:03:25,netral
tiktok,"Yg ini kok gampang dipahami, apakah otak sy gak smpe untuk memahami wapres kita",2025-05-02 17:03:39,netral
tiktok,Ini ceritanya lg cosplay Profesor apa gmn?,2025-05-02 17:03:39,netral
tiktok,Wkwkw deskripsi nya sama juga ,2025-05-02 17:03:39,netral
tiktok,16 menit + yang jelas dan jelas banget kalau belom sadar juga pemerintah ya udh lah wkwkw terserah ,2025-05-02 17:03:39,netral
tiktok,"Heh editor subtitle, itu bang Ferry bilang masalah policy, bukan polisi.. itu beda banget loh.. ",2025-05-02 17:03:39,netral
tiktok,mendingan lu aja bang yg jadi wapres,2025-05-02 17:03:39,netral
tiktok,"Jiplak konten sebelah ini mah.
Eh, lbh berbobot ini deng ",2025-05-02 17:03:39,netral
tiktok,Knp lu gajadi wapres bang? ,2025-05-02 17:03:39,netral
tiktok,Biar ngak dibilang pak ma'ruf amin jilid 2 ... maka terciptalah monolog ,2025-05-02 17:03:39,netral
tiktok,Yang dapat bonus demografi ya si admin AI itu ,2025-05-02 17:03:39,netral
tiktok,"Bakal Jadi Komedi Dunia Sih Kalo Video Ini Di Takedown Karena Copyright Tuh tiktokr sok asik pake jabatan planga plongo doang.

Sumpah Demi Allah Gw Bakal Doain DPR Bubar Kalo Video Ini Hilang Kena Takedown Dalam Segala Apapun.",2025-05-02 17:03:39,netral
tiktok,lebih berisi daripada wapres 02,2025-05-02 17:03:39,netral
tiktok,Yang beneran berisi gak pake text.,2025-05-02 17:03:39,netral
tiktok,"Wapres yg ketuker, kalo di ukur anak mudah menjadi pemimpin.",2025-05-02 17:03:39,netral
tiktok,"Gw gk bisa bikin video gini one take, beda isi kepala wkwkwk",2025-05-02 17:03:39,netral
tiktok,Cukurukuk : Ilmu padi,2025-05-02 17:03:39,netral
tiktok,anda lebih cocok jd wapres,2025-05-02 17:03:39,netral
tiktok,Anjay dia sedang memasak,2025-05-02 17:03:39,netral
tiktok,SRI MULYANI... GANTI.....,2025-05-02 17:03:53,netral
tiktok,"Bang tolong hadirkan aktivis & edukator anti judol dong bang.
ImamBudi, yang baru saja di undang Mba Grace Tahir",2025-05-02 17:03:53,netral
tiktok,"bang sekarang sekolah mahal..  katanya sekolah geratis/berbayar murah lah ini 10 juta belom spp dll..
adek aku aja sampe 10 juta bang buat bayar sekolah  .. padahal kota yogyakarta kok sekolah mahal ya.. indonesia emas dari mananya. apa"" mahal
UMR aja ga bisa nyukup buat bayar sekolah + MAKAN+ TRANSPORTASI. SMP pun juga smp sekarang zonasi dan al hasil masuk MUH***yah",2025-05-02 17:03:53,netral
tiktok,Wkkwkw parah dan cerdas bgt si bang menurut gue video ini,2025-05-02 17:03:53,netral
tiktok,Hiu,2025-05-02 17:03:53,netral
tiktok,Abang ini kenapa mirip profesornya la casa de papel yaa wkwkw,2025-05-02 17:03:53,netral
tiktok,"Modal receh di 𝙑𝙄𝘾𝙏𝙊𝙍𝙔007, cuan segede gentong ",2025-05-02 17:03:53,netral
tiktok,"bre, lu masih kalah sama yg onoh. 
punya F4 biarpun viewsnya ga sampe 10k tapi likenya hampir 50k. bisa ga lu.",2025-05-02 17:03:53,netral
tiktok,Selama ada logo ctd aku tak percaya wkwkwkwk,2025-05-02 17:03:53,netral
tiktok,"iya sih paham paham gak paham,",2025-05-02 17:03:53,netral
tiktok,lu mirip Professor yang ada di money heist bang,2025-05-02 17:03:53,netral
tiktok,Perbaiki dulu tuh yang di pemerintahan baru kemasalah bonus ini,2025-05-02 17:03:53,netral
tiktok,bonus demografi udah bisa dipake untuk menang pemilu kok bos. udah pinter2 nih mendukung politik pemerintahan kita. makan tuh bonus demografi...,2025-05-02 17:03:53,netral
tiktok,pemerintah dapat bonus demonstrasi,2025-05-02 17:03:53,netral
tiktok,fufufafa beli like ama view bang wkwkwkwk,2025-05-02 17:03:53,netral
tiktok,"Policy, bukan polusi hehe",2025-05-02 17:03:53,netral
tiktok,One prompter one shot beda skill ,2025-05-02 17:03:53,netral
tiktok,Kelihatn orang yg suka baca sama yg gk. Yg ini suka baca.,2025-05-02 17:03:53,netral
tiktok,Yah bang lu salah bang ... Harusnya lu jgn lebih pinter dri wapres gue .huhuhu,2025-05-02 17:03:53,netral
tiktok,Menurutku sistem yang Nggak jelas ,2025-05-02 17:03:53,netral
tiktok,"Main bentar di 𝑽𝑰𝑪𝑻𝑶𝑹𝒀𝟎𝟎𝟕, saldo kayak diisi Jin lampu ",2025-05-02 17:03:53,positif
tiktok,"yg dislike jauh lebih sedikit, mgkn anggaran tombol dislike belum cair?",2025-05-02 17:04:08,netral
tiktok,biar apa bg?,2025-05-02 17:04:08,netral
tiktok,Wapres yg tertukar,2025-05-02 17:04:08,netral
tiktok,"Bang sih wapres bikin video lagi tuh, counter lagi bang bikin lebih bagus dan selipin solusinya kaya biasa",2025-05-02 17:04:08,netral
tiktok,Wapres gibran terlalu banyak omon2 dan janji kayak mobil esemka nggak pernah ada,2025-05-02 17:04:08,netral
tiktok,Lagi sedih ditinggal mantan? Cuan di 🅥🅘🅒🅣🅞🅡🅨007 bisa obatin semua ,2025-05-02 17:04:08,netral
tiktok,Aan Android > Fufufafa,2025-05-02 17:04:08,netral
tiktok,Biasalah belum move on dukungan nya kalah di pilpres ya gini ,2025-05-02 17:04:08,netral
tiktok,Thumbnail lu di maling gibran bang,2025-05-02 17:04:08,netral
tiktok,"Subtitlenya agak sesat. But overall good content
Policy jadi polusi
I C O R ada yang salah
RnD jadi randi
X per M jadi experiment",2025-05-02 17:04:08,positif
tiktok,Gibran kata gue lu mending tutup akun...,2025-05-02 17:04:08,netral
tiktok,"wapres isinya kosong dan jobdesk yg gak bermutu ( bagi2 susu dan lainnya) dan buat podcast bicarakan demografi yg secara itu tugas dia di pemerintah sehrusnya bisa langsung diterapkan..
 pak wowo hanya omon omon dan outcomenya sudah kebayang bakal kemana menuju indonesia (C)emas, hanya berdoa supaya dampak gak lebih parah ..",2025-05-02 17:04:08,netral
tiktok,Bg fery ini aku liat sangat mirip dg aktor serial money heist yaitu sang profesor,2025-05-02 17:04:08,netral
tiktok,Keliatan beda kwalitas yg benar2 punya ijazah asli dan ijazah palsu ,2025-05-02 17:04:08,netral
tiktok,Huh niru wapres Gibran,2025-05-02 17:04:08,netral
tiktok,dikasih paham cara dapat like tanpa duit pajak,2025-05-02 17:04:08,netral
tiktok,"Nyimak paparan bonus demografi yg sebelah kok isinya kosong...kyk ada yg kurang, terlalu hambar ibarat masakan.",2025-05-02 17:04:08,netral
tiktok,Sekarang coba yang ini ,2025-05-02 16:57:03,netral
tiktok,"Style bisa dicopy, isi kepala sendiri sendiri ",2025-05-02 16:57:03,netral
tiktok,"Nonton video ini, sambil istirahat kerja jadi kuli bangunan. Saya sarjana dan sekrg jadi kuli bangunan, mimpi saya tentang hidup yang laiak kini harus terkubur diangan2. Ijazah sarjana kini lapuk dimakan rayap, yang tersisa pengetahuan di otak saja. Walau saya pekerja kasar, saya menjaga kewarasan dengan membaca buku dan mengikuti wacana lokal, nasional dan internasional. 

Saya tidak menyesal menjadi sarjana ""muda"" yang tertatih2 mencari pekerjaan. Penyesalan saya adalah hidup di Indonesia yang tidak menghargai rakyatnya. Rakyatnya kini harus hidup dibawah kemiskinan, tidak ada jaminan kehidupan yang laiak. Harus menanggung beban berat hutang negara, pajak negara dan korupsi pejabat negara.

Rasanya cape sekali hidup di negara ini.
 di dunia yang semakin sakit ini. Jaga kesehatan dan tetap kritis di tengah dunia yang semakin kritis ini.",2025-05-02 16:57:03,netral
tiktok,gibran langsung minder melihat bung ferry seraya menyadari ternyata kelihatan orang yang beneran pinter dan orang yang dipaksa pinter,2025-05-02 16:57:03,netral
tiktok,"Kayaknya klo dilihat dari komen2 yang ada, apa yang disampaikan oleh Bang Ferry pada gak paham ini...
Ilustri sederhana:Banyak anak banyak rejeki..(Mis. punya anak 8)
1. Orang tua menghidupi anaknya (2 orang) menghidupi 8 orang
2. Setelah anak2 besar (Bonus demografi) disinilah intinya....
maka yang dilakukan orang tua untuk mencapai bonus demografi:
1. Memastikan anaknya punya kompetensi dan produktif ketika besar
2. Ketika anak2 berhasil (produktif) maka disinilah keberhasilan bonus demografi",2025-05-02 16:57:03,positif
tiktok,"Setelah bandingin video si wapres dengan video Ferry ini, it's crazy to think, kapasitas seorang wapres dan kapasitas seorang sipil aja bisa segini jauhnya. Sangat disayangkan orang dengan inkompetensi yang luar biasa ini berada di jabatan yang begitu strategis. Thanks bro Ferry, you've shown your level and capacity

Edit: Ferry yang kapasitasnya jauh diatas si wapres, bukan sebaliknya",2025-05-02 16:57:03,negatif
tiktok,"No prompter, one take.

Point point terkonsep.
Extra ordinary Ferry Irwandi !",2025-05-02 16:57:03,negatif
tiktok,"Ketimbang membahas soal editing video wapres yang mirip dengan ferry irwandi, bang ferry justru men challenge pemahaman wapres tentang tema yang wapres bahas sendiri, tanpa editing yang babibu dan hanya dengan one take, omongan bang ferry jauh lebih berisi ketimbang omongan wakil presiden kita",2025-05-02 16:57:03,netral
tiktok,"Lihat Bang Ferry, rasanya masih mungkin Indonesia menuju Indonesia emas,, asal semua lini pemerintahan diisi oleh orang-orang seperti Bang Ferry 🫡🫡🫡🫡🫡",2025-05-02 16:57:03,netral
tiktok,"Fun fact: berpura-pura jadi orang bodoh itu gampang, tapi kalo berpura-pura pinter itu hampir mustahil. Karena pasti ada orang yang pinter beneran akan meng-counter narasi orang yang berpura-pura pintar tersebut.",2025-05-02 16:57:03,positif
tiktok,"""one take, no prompter""
Kelaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasssssssssssssssssssssssssss.",2025-05-02 16:57:03,netral
tiktok,"One shoot, one take

16 menit berbicara serius dengan isi yang sangat kaya tanpa terdistraksi dengan hal lain.
Gua sangat salut dan bangga menjadi penonton Bang Ferry.
Sangat berguna banget menjadi contoh gua kalau lagi presentasi.

Tepuk tangan buat Bang Ferry",2025-05-02 16:57:03,netral
tiktok,Inilah perbedaan nyata ORANG YG LITERASINYA TINGGI dengan ORANG YG TIDAK HOBI MEMBACA...,2025-05-02 16:57:03,netral
tiktok,"Versi Wapres : kosong natural 
Versi Ferry Irwandi : berbobot dan mencerdaskan ",2025-05-02 16:57:03,netral
tiktok,"sedikit cerita bg, dlu saya pernah kerja di pabrik sampah Singapore tahun 2020-2023, karna urusan keluarga saya mengundurkan diri dan kembali ke Indonesia serta membawa niat bisa membangun pabrik serupa, lalu saya ngajukan proposal ke pemerintah setempat dan pusat, tpi tak ada hasil, jadi saya terpaksa minta support ke perusahaan lama saya utk jadi investor, alhamdulillah mereka mau, tpi kendalanya di HGU, yg mana saya tidak memiliki koneksi ke pemerintahan utk HGU, jadi solusi perusahaan nya di buat kecil saja, sampai dapat notice dari pemerintah, tapi ternyata urusan sampah saja sangat sulit di negara kita, bahkan sampai saya perkarakan oleh pemerintah setempat karna perihal sampah ini, al hasil pabriknya hanya berjalan 6 bulan dan disita oleh pemerintahan karna memang ada beberapa ijin yg saya terobos, saya terobos bukan karna tidak taat aturan, tapi utk mendapatkan ijinnya sangat sulit. lekas membaik deh NKRI

edit : njir rame gni, maaf ini yg komen temen saya,, dlu saya pernah kerja di pabrik sampah dia, sayang banget, kalo di support pabriknya pasti pengelolaan sampah indo jadi bagus, karna kata temen saya abu sampahnya bisa buat bahan bangunan, atau di Singapura jadi bahan reklamasi pulau katany.",2025-05-02 16:57:03,netral
tiktok,"Guwa bukan warga jakarta tp guwa angkat jempol buat pemprov DKI yg baru bbrp hari yg lalu ngebuka lowongan kerja 1400 atau 1600, terbagi menjadi dua yaitu untuk petugas PPSU dan Damkar..
Entah memang ada kebutuhan utk para petugas tersebut atau pemprov DKI yg skrg sudah duluan menjalankan bonus demografi yg ada di DKI Jakarta..tp setidaknya apa yg di lakukan pemprov DKI jakarta yg skrg sangat bagus untuk mengurangi tingkat pengangguran di DKI Jakarta walaupun menurut guwa secara tidak langsung ada andil memanfaatkan bonus demografi yg melimpah di DKI Jakarta",2025-05-02 16:57:03,netral
tiktok,"Indonesia negara agraris tapi mirisnya regenerasi petani muda saat ini sangat memperihatinkan bang. Krisis regenerasi petani muda akan menjadi masalah ketahanan pangan di masa depan dan sayang sekali di video mas wapres tidak ada topik tentang petani muda.  Jadi bonus demografi itu akan sia-sia kalau negara kita tidak bisa ""makan"" di masa depan ",2025-05-02 16:57:04,netral
tiktok,"Tanpa editan, soundtrack, etc. tapi lebih berisi dan menarik video ini daripada fufufafa",2025-05-02 16:57:04,netral
tiktok,gausah berharap gibran nonton video ini karena walaupun dia nonton paling dia gk paham dgn apa yv ferry omongin.,2025-05-02 16:57:04,netral
tiktok,"GENIUS, No Cut, Co Edit, No Gimmick, No Prompt tapi lancar banget, emang Public Speaking nya bagus banget",2025-05-02 16:57:04,netral
